Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating,Path
Deadman Wonderland,(2011),"Animation,Action,Drama",Play through all nine Star Wars films in a LEGO Game of epic proportions.,"https://m.media-amazon.com/images/M/MV5BOGI3Zjc3ZTItZjY4Yi00YTM4LWJiODctNzlkZTk2ZTVmMjI4XkEyXkFqcGdeQXVyMTk2OTAzNTI@._V1_UX67_CR0,0,67,98_AL_.jpg",10461542,https://www.imdb.com/title/tt10461542/,22 min,PG,"21,079",6.7,Posters\10461542.jpg
My Best Friend's Girl,(2008),"Comedy,Romance",Tank faces the ultimate test of friendship when his best friend hires him to take his ex-girlfriend out on a lousy date in order to make her realize how great her former boyfriend is.,"https://m.media-amazon.com/images/M/MV5BMTg4MDg5NjE3Nl5BMl5BanBnXkFtZTcwNzc4ODQ3MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",1046163,https://www.imdb.com/title/tt1046163/,101 min,R,"44,950",5.8,Posters\1046163.jpg
G.I. Joe: The Rise of Cobra,(2009),"Action,Adventure,Sci-Fi","An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.","https://m.media-amazon.com/images/M/MV5BMTQzMTU1NzQwNl5BMl5BanBnXkFtZTcwNDg4NzMzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",1046173,https://www.imdb.com/title/tt1046173/,118 min,UA,"210,163",5.7,Posters\1046173.jpg
The High Note,(1992),"Action,Crime,Thriller",A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.,"https://m.media-amazon.com/images/M/MV5BM2M1MDMzODEtN2MzZC00NDJmLWJhMTMtNGUxYjM1ZmJlY2RkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",104684,https://www.imdb.com/title/tt0104684/,128 min,A,"51,380",7.7,Posters\104684.jpg
The Last of the Mohicans,(1992),"Action,Adventure,Drama",Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,"https://m.media-amazon.com/images/M/MV5BZDNiYmRkNDYtOWU1NC00NmMxLWFkNmUtMGI5NTJjOTJmYTM5XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",104691,https://www.imdb.com/title/tt0104691/,112 min,UA 16+,"23,676",6.4,Posters\104691.jpg
Power Rangers Ninja Steel,(1998),"Comedy,Drama",A simple man is turned into a genius through the application of computer science.,"https://m.media-amazon.com/images/M/MV5BYWZhODdkMTEtMzBmNy00NzU5LWIzYjMtYTkwNWE3YTRjOTZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",104692,https://www.imdb.com/title/tt0104692/,108 min,R,"52,451",6.6,Posters\104692.jpg
Reign,(2013–2017),"Comedy,Drama,Sport",Two sisters join the first female professional baseball league and struggle to help it succeed amid their own growing rivalry.,"https://m.media-amazon.com/images/M/MV5BNjQ1NTQyYjktZDc5My00NDA1LWI1NmItY2ViNjQ0NDk4NmRjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",104694,https://www.imdb.com/title/tt0104694/,128 min,A,"143,766",7.1,Posters\104694.jpg
Samantha Who?,(2007–2009),"Comedy,Mystery,Romance",Fake faith healer Jonas Nightingale is stranded in a small town where he finds he can't fool all of the people all of the time.,"https://m.media-amazon.com/images/M/MV5BZGIwMjYyMjgtZjMyMC00ZDZhLTliMmYtOWIxZjljYzFlYTE4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",104695,https://www.imdb.com/title/tt0104695/,108 min,U,"13,639",6.1,Posters\104695.jpg
Lethal Weapon 3,(1992),"Action,Crime,Thriller",Martin Riggs and Roger Murtaugh pursue a former LAPD officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.,"https://m.media-amazon.com/images/M/MV5BOTFlNjI0NDQtMzlkNC00ZDU0LWE0ODktYmI2OTc2YjZlZmVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",104714,https://www.imdb.com/title/tt0104714/,118 min,UA,"170,891",6.7,Posters\104714.jpg
What Dreams May Come,(1998),"Action,Adventure,Fantasy","This story follows Maurice, a goofy streetwise cat, who has the perfect money-making scam. He finds a dumb-looking kid who plays a pipe and has his very own horde of rats, who are strangely literate.","https://m.media-amazon.com/images/M/MV5BYWQ4NjQ1NjAtNTc3Yy00ZDVlLThlNmUtMzZjY2E3N2Y4Y2JmXkEyXkFqcGdeQXVyMjMwODE4ODI@._V1_UY98_CR0,0,67,98_AL_.jpg",10473036,https://www.imdb.com/title/tt10473036/,40 min,13,"196,449",6.6,Posters\10473036.jpg
Parental Guidance,(2012),"Comedy,Family",Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.,"https://m.media-amazon.com/images/M/MV5BMzkyNDExOTA1Nl5BMl5BanBnXkFtZTcwNjgzODE4OA@@._V1_UX67_CR0,0,67,98_AL_.jpg",1047540,https://www.imdb.com/title/tt1047540/,105 min,PG-13,"1,619",5.2,Posters\1047540.jpg
Bitter Moon,(1992),"Drama,Romance,Thriller","After hearing stories of her, a passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.","https://m.media-amazon.com/images/M/MV5BYTIxZGE5Y2MtZWRkNC00YzkxLTljN2YtZTIzYjFjOTlhYzc5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",104779,https://www.imdb.com/title/tt0104779/,139 min,R,"39,989",7.2,Posters\104779.jpg
A Week Away,(2021),"Horror,Sci-Fi","Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.","https://m.media-amazon.com/images/M/MV5BZDkzOTFmMTUtMmI2OS00MDE4LTg5YTUtODMwNDMzNmI5OGYwL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR3,0,67,98_AL_.jpg",104797,https://www.imdb.com/title/tt0104797/,92 min,U,"149,766",7.3,Posters\104797.jpg
Wild,(I) (2014),"Action,Crime,Thriller",A traveling mariachi is mistaken for a murderous criminal and must hide from a gang bent on killing him.,"https://m.media-amazon.com/images/M/MV5BNjMwNzA1NmQtYjUyYS00MTNlLWJiNDktODM3YTFlZDA0ZWUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",104815,https://www.imdb.com/title/tt0104815/,30 min,R,"20,356",5.1,Posters\104815.jpg
Memoirs of an Invisible Man,(1992),"Comedy,Romance,Sci-Fi","After a freak accident, a company executive turns completely invisible, goes on the run and becomes hunted by a treacherous CIA official, whilst trying to cope with his new reality.","https://m.media-amazon.com/images/M/MV5BMjRjODQzNGYtMzZhNC00MWY4LWJhODctOTY2NDdmYmNlZmFmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",104850,https://www.imdb.com/title/tt0104850/,99 min,U,"25,575",6.0,Posters\104850.jpg
The Hunger,(1993–1998),"Short,Drama,Sci-Fi",A high school student in central California sets off an unexpected series of events when she begins to doubt if she's human.,"https://m.media-amazon.com/images/M/MV5BMDlkYmJkMjAtMzEwYy00OTM3LTllMDctNzdmNTFjNmY3NTE5XkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_UY98_CR0,0,67,98_AL_.jpg",10488234,https://www.imdb.com/title/tt10488234/,8 min,A,"306,400",6.9,Posters\10488234.jpg
Sightless,(2020),"Drama,Thriller",The Muppets present their own touching rendition of Charles Dickens' classic tale.,"https://m.media-amazon.com/images/M/MV5BN2Y0NWRkNWItZWEwNi00MDNlLWJmZDYtNTkwYzI5Nzg4MjVjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",104940,https://www.imdb.com/title/tt0104940/,89 min,7,"9,638",5.5,Posters\104940.jpg
Up,(2009),"Animation,Adventure,Comedy","78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.","https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_UX67_CR0,0,67,98_AL_.jpg",1049413,https://www.imdb.com/title/tt1049413/,147 min,UA,"793,545",7.8,Posters\1049413.jpg
Margin Call,(2011),"Drama,Thriller","Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.","https://m.media-amazon.com/images/M/MV5BMTQxNDYzMTg1M15BMl5BanBnXkFtZTgwNzk4MDgxMTE@._V1_UX67_CR0,0,67,98_AL_.jpg",104952,https://www.imdb.com/title/tt0104952/,120 min,UA,"226,853",7.5,Posters\104952.jpg
Happiness,(1998),"Comedy,Drama",A musical based on the New York City newsboy strike of 1899. When young newspaper sellers are exploited beyond reason by their bosses they set out to enact change and are met by the ruthlessness of big business.,"https://m.media-amazon.com/images/M/MV5BMjVjNWM5MjgtYzdhMy00N2E4LWJlMmYtM2JmMDFjNGFjZDk3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",104990,https://www.imdb.com/title/tt0104990/,60 min,R,"2,404",6.3,Posters\104990.jpg
Passenger 57,(1992),"Action,Crime,Thriller",An airline security expert must take action when he finds himself trapped on a passenger jet when terrorists seize control of it.,"https://m.media-amazon.com/images/M/MV5BOTIwYzBjZjctMDU4NS00MDUzLTk4MWUtNjdjZGNlMzVjZWFiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",105104,https://www.imdb.com/title/tt0105104/,84 min,UA,"48,767",5.9,Posters\105104.jpg
Foxcatcher,(2000),"Crime,Drama,Thriller","When CIA analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets him and his family for revenge.","https://m.media-amazon.com/images/M/MV5BOTVhMWNkZDgtMzkzNy00MGJmLThkYzItNWE5YmMxMDAxNTgxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",105112,https://www.imdb.com/title/tt0105112/,44 min,U,"99,355",6.0,Posters\105112.jpg
The Shannara Chronicles,(2016–2017),"Adventure,Drama,Fantasy","Series of adventures, war, and evil that occur throughout the history of the Four Lands.","https://m.media-amazon.com/images/M/MV5BMTkxNjEwOTY4M15BMl5BanBnXkFtZTgwNTA2ODk0NzE@._V1_UX67_CR0,0,67,98_AL_.jpg",1051220,https://www.imdb.com/title/tt1051220/,42 min,A,"686,369",7.9,Posters\1051220.jpg
Ma Rainey's Black Bottom,(2020),"Drama,Music",Tensions rise when trailblazing blues singer Ma Rainey and her band gather at a recording studio in Chicago in 1927.,"https://m.media-amazon.com/images/M/MV5BNTBlZGY1OTAtN2RjMC00ZThiLWFiZmUtN2VkOGMxNmMyYjQwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",10514222,https://www.imdb.com/title/tt10514222/,94 min,16,"54,529",6.9,Posters\10514222.jpg
The Player,(1992),"Comedy,Crime,Drama","A Hollywood studio executive is being sent death threats by a writer whose script he rejected, but which one?","https://m.media-amazon.com/images/M/MV5BMjM5MDg0MjU3Ml5BMl5BanBnXkFtZTgwODQ0NjYxMTE@._V1_UX67_CR0,0,67,98_AL_.jpg",105151,https://www.imdb.com/title/tt0105151/,124 min,UA,"61,838",7.5,Posters\105151.jpg
London Kills,(2022 TV Special),Western,A seductive teen befriends an introverted high school student and schemes her way into the lives of her wealthy family.,"https://m.media-amazon.com/images/M/MV5BZTgzNTZhODktZjE4Ny00ZDIwLWE3NjEtOTVmMWM0Nzc5YzZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",105156,https://www.imdb.com/title/tt0105156/,93 min,UA,"19,013",5.4,Posters\105156.jpg
Half Brothers,(2020),"Comedy,Drama","Renato, a Mexican aviation exec, is shocked to learn that he has an American half-brother he never knew about: free-spirited Asher. They are forced on a road trip together, tracing the path their father took from Mexico to the U.S.","https://m.media-amazon.com/images/M/MV5BNWYyMWFmYjMtMjBiZi00MDdmLWIyMjAtZWNlMGQ0YjI2NTBkXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UX67_CR0,0,67,98_AL_.jpg",10515926,https://www.imdb.com/title/tt10515926/,96 min,PG-13,"3,026",6.0,Posters\10515926.jpg
Z Nation,(2014),"Action,Drama,Fantasy","Margot, a young woman who was abandoned by her mother as a baby, travels to a secluded Amish community with a documentary film crew seeking answers about her mother and extended family.","https://m.media-amazon.com/images/M/MV5BYTI0YjQ1OWItZTI4NS00MDY4LWE1OWMtMWJlMjIzY2VkNDMzXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_UX67_CR0,0,67,98_AL_.jpg",10515988,https://www.imdb.com/title/tt10515988/,83 min,7,"11,255",8.5,Posters\10515988.jpg
Worzel Gummidge,(2019– ),Family,"Children's series about the adventures of Worzel Gummidge (Mackenzie Crook), a scarecrow who comes to life. Two orphans arrive at a farm who meet Worzel and join him in the adventures.","https://m.media-amazon.com/images/M/MV5BYmJlMDk3NDktN2RhNS00NzE5LWI5OWItMDM2OTY5ZmNhYzI2XkEyXkFqcGdeQXVyMjYzMjA3NzI@._V1_UX67_CR0,0,67,98_AL_.jpg",10516874,https://www.imdb.com/title/tt10516874/,86 min,A,"70,098",7.5,Posters\10516874.jpg
Sommersby,(1993),"Drama,Mystery,Romance","When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.","https://m.media-amazon.com/images/M/MV5BZjFhM2I4ZDYtZWMwNC00NTYzLWE3MDgtNjgxYmM3ZWMxYmVmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",1051906,https://www.imdb.com/title/tt1051906/,124 min,16,"152,786",7.1,Posters\1051906.jpg
Not Without My Daughter,(1991),"Drama,Thriller","Dusty gets tired of all the smoke and light effects, wonders what happened to doing it the way that made him famous and happy. Takes a walk to find what seems to be missing and finds himself and his music again!","https://m.media-amazon.com/images/M/MV5BZGZjNTM3YTUtNzg3MS00NTc4LThkN2ItMzEzOTNhZDljYTA1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX67_CR0,0,67,98_AL_.jpg",105191,https://www.imdb.com/title/tt0105191/,104 min,13,"190,852",5.7,Posters\105191.jpg
God Bless America,(2011),Crime,How do investigators find missing persons? Watch dramatizations mixed with interviews of actual law officers to find out how some of the most complex cases have been pursued.,"https://m.media-amazon.com/images/M/MV5BMTg0MzEyNDEzNV5BMl5BanBnXkFtZTcwNTQzODU2MQ@@._V1_UY98_CR2,0,67,98_AL_.jpg",1051942,https://www.imdb.com/title/tt1051942/,87 min,R,"66,853",5.4,Posters\1051942.jpg
Jack Reacher: Never Go Back,(2016),"Action,Crime,Drama","1944, the Second World War. A British glider pilot, a Dutch boy fighting on the German side and a Dutch female resistance member all end up involved in the Battle of the Schelde. Their choices differ, but their goal is the same: freedom.","https://m.media-amazon.com/images/M/MV5BM2MzMzRlMTctM2QxMC00NTBiLWIwMTctMzEzODZmOGIxMjdhXkEyXkFqcGdeQXVyMjAyMDMyMzU@._V1_UY98_CR1,0,67,98_AL_.jpg",10521092,https://www.imdb.com/title/tt10521092/,124 min,UA,"212,996",6.2,Posters\10521092.jpg
City Hall,(1996),Drama,A father recounts a dark period of his childhood when he and his little brother lived in the suburbs.,"https://m.media-amazon.com/images/M/MV5BYjBiYTgyMWUtNDUzNi00ZmU5LThkOTQtNTg0N2E1MGI4YTliXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",105211,https://www.imdb.com/title/tt0105211/,114 min,A,"26,298",7.6,Posters\105211.jpg
Serebryanye konki,(2020),"Adventure,Drama,Family","Matvey, the fastest courier on the frozen canals of 19th century St. Peteresburg is recruited by a group of pickpockets working the winter markets.","https://m.media-amazon.com/images/M/MV5BNzg1ODA3MmUtMWRhNC00Y2U4LWFmODAtOTg2MjE3NGQ0N2U5XkEyXkFqcGdeQXVyMjUwNjY5MzA@._V1_UY98_CR5,0,67,98_AL_.jpg",10525672,https://www.imdb.com/title/tt10525672/,130 min,UA 7+,"20,730",5.6,Posters\10525672.jpg
Dear John,(I) (2010),"Drama,Mystery,Romance","Two sons of a stern minister - one reserved, one rebellious - grow up in rural 1920s Montana while devoted to fly fishing.","https://m.media-amazon.com/images/M/MV5BNzE4YWZkOWMtOWZlNS00NzU4LTk5MDQtZjZkNDllMjM1NGI1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",105265,https://www.imdb.com/title/tt0105265/,176 min,UA 16+,"2,235",6.9,Posters\105265.jpg
Dear White People,(2014),"Comedy,Drama,Romance",A group of skinheads become alarmed at the way their neighbourhood is changing.,"https://m.media-amazon.com/images/M/MV5BOTEzZjE4ZmMtYTdmMi00NDE3LTg1ZDYtMTRmMGEwMzdmODUyXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",105275,https://www.imdb.com/title/tt0105275/,110 min,UA,"256,904",5.7,Posters\105275.jpg
Scent of a Woman,(1992),Drama,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated.","https://m.media-amazon.com/images/M/MV5BZTM3ZjA3NTctZThkYy00ODYyLTk2ZjItZmE0MmZlMTk3YjQwXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",105323,https://www.imdb.com/title/tt0105323/,156 min,UA,"300,257",8.0,Posters\105323.jpg
"Monsters, Inc.",(2009),"Drama,Fantasy,Romance","In 1959, a star quarterback from a working-class family is given an opportunity to attend an elite New England preparatory school, but he is conflicted about whether or not to tell his Evangelical classmates that he is Jewish.","https://m.media-amazon.com/images/M/MV5BZTJkMDFkYzgtMTFkYS00MDFhLTljNzEtNTAzN2Y2ZjBkYTE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",105327,https://www.imdb.com/title/tt0105327/,106 min,PG-13,"25,399",6.9,Posters\105327.jpg
Repo Men,(2010),"Action,Sci-Fi,Thriller","Set in the near future when artificial organs can be bought on credit, it revolves around a man who struggles to make the payments on a heart he has purchased. He must therefore go on the run before said ticker is repossessed.","https://m.media-amazon.com/images/M/MV5BMjA4MTUxODM0MV5BMl5BanBnXkFtZTcwMDg3MTgwMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",1053424,https://www.imdb.com/title/tt1053424/,111 min,UA,"107,952",6.3,Posters\1053424.jpg
Stealth,(2005),"Action,Adventure,Sci-Fi","Carter, who used to be a policeman, now works as a private investigator. Then suddenly he disappears. His wife searches for clues in his office, but the only thing she finds is... another wife. The two women decide to join forces.","https://m.media-amazon.com/images/M/MV5BYzBlOTU5ODAtMGI3Zi00YzA3LThjYzktMWIyYWZkMzYxYTJhXkEyXkFqcGdeQXVyMjMwMzI2MjU@._V1_UY98_CR29,0,67,98_AL_.jpg",105349,https://www.imdb.com/title/tt0105349/,109 min,UA,"274,903",7.0,Posters\105349.jpg
Devil Beneath,(2022 TV Movie),"Action,Fantasy,Horror",A journalist and oil company executive find themselves on opposite sides of the fight during the construction of the contentious Dakota Access Pipeline that runs through the Standing Rock Indian Reservation in North Dakota.,"https://m.media-amazon.com/images/M/MV5BZTNhNjU4MTUtYmViMS00ZjVlLTgwOTYtNzkyNTUzMjNmNTMxXkEyXkFqcGdeQXVyMTAxNDQ2MTAw._V1_UX67_CR0,0,67,98_AL_.jpg",10535522,https://www.imdb.com/title/tt10535522/,30 min,U,"18,081",6.2,Posters\10535522.jpg
Rachel Getting Married,(2008),"Drama,Romance","Two bird enthusiasts try to defeat the cocky, cutthroat world record holder in a year-long bird-spotting competition.","https://m.media-amazon.com/images/M/MV5BMTc0MzcwMDcyOV5BMl5BanBnXkFtZTcwNTUwMjk1Ng@@._V1_UX67_CR0,0,67,98_AL_.jpg",1053810,https://www.imdb.com/title/tt1053810/,102 min,PG,"8,803",6.2,Posters\1053810.jpg
Once Upon a Time in Wonderland,(2013–2014),"Adventure,Drama,Fantasy",Voyeuristic documentary series about titillating sexual and erotic experiences.,"https://m.media-amazon.com/images/M/MV5BN2RmOWFlNDktOTA1Yy00NGJjLWI1NDctZWM3ZTZmNWNhOTY1XkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_UX67_CR0,0,67,98_AL_.jpg",10539484,https://www.imdb.com/title/tt10539484/,98 min,UA,715,5.0,Posters\10539484.jpg
The Midnight Sky,(2020),"Adventure,Drama,Sci-Fi","This post-apocalyptic tale follows Augustine, a lonely scientist in the Arctic, as he races to stop Sully and her fellow astronauts from returning home to a mysterious global catastrophe.","https://m.media-amazon.com/images/M/MV5BNDQwYjJjODMtOWNmNC00NDJjLThiNDgtNzVkOTM1MjY5NDQ5XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg",10539608,https://www.imdb.com/title/tt10539608/,118 min,UA,"509,251",6.5,Posters\10539608.jpg
Acrimony,(2013),"Biography,Drama,Romance",A group of twenty-something friends search for love and success in grunge-era Seattle.,"https://m.media-amazon.com/images/M/MV5BMjMxMDBhYzktZWY4Ny00ZmUxLWJhZTctYjk2YTljYTM4MDE0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",105415,https://www.imdb.com/title/tt0105415/,47 min,A,"124,491",7.4,Posters\105415.jpg
This Boy's Life,(2019–2022),"Drama,Mystery,Thriller","When a nightclub singer is forced to take refuge from the mob in a convent, she ends up turning the convent choir into a soulful chorus complete with a Motown repertoire, until the sudden celebrity of the choir jeopardizes her identity.","https://m.media-amazon.com/images/M/MV5BNTFmOTYxOWMtMDE2MC00ODhmLTlhM2QtZjZkZmVhZGYyNGFlXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_UX67_CR0,0,67,98_AL_.jpg",105417,https://www.imdb.com/title/tt0105417/,42 min,A,"535,591",7.5,Posters\105417.jpg
One Red Nose Day and a Wedding,(2019 TV Short),"Short,Comedy",A husband and wife are sucked into a hellish television set and must survive the gauntlet of twisted versions of shows in which they find themselves.,"https://m.media-amazon.com/images/M/MV5BODUxMDU0YTAtY2FhYy00MDEzLWI5N2EtNjA5NDU4NDU0NGJhXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX67_CR0,0,67,98_AL_.jpg",105466,https://www.imdb.com/title/tt0105466/,88 min,13,"57,604",6.8,Posters\105466.jpg
